id,area,name,type,payex,summary,address,totalcar,totalmotor,FareInfo,twd97x,twd97y
078,內湖區,洲子立體停車場,立體式,周一至周五(8-20)計時40元；(20-8)計時10元【夜間時段當日當次最高收費上限50元】，周六、日與行政機關放假之紀念日、民俗日計時20元【假日單次停車最高收費100元，隔日另計】。小型車全日月票、所在里全日月票、里民全日月票均以每月3000元優惠促銷，日間月票2000元(8-21)，夜間月票(一)1200元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日使用)，夜間月票(二)1000元(限周一至周五15-翌日上午1時，及周六、日與行政機關放假之紀念日、民俗日)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車392格(含身心障礙停車位8格)。,瑞光路513巷22弄2號,392,0,40,307271.0,2774927.0
079,大安區,僑安地下停車場,立體式,(8-22)計時40元，(22-8)計時30元，全日月票7200元，日間月票4200元(8-20)，夜間月票3600元(20-8) ,立體式小型車422格(含身心障礙停車位10格)。,忠孝東路4段306號地下,422,0,40,306171.601,2770434.18
080,大安區,龍門國中地下停車場,立體式,小型車計時30元 全日月票4320元，日間月票2700元(7-19)，夜間月票1800元(19-8) 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車730格(含身心障礙停車位16格)。立體式機車145格(含身心障礙停車位8格)。,建國南路2段269號地下,730,145,30,304359.014,2768488.38
081,內湖區,康樂立體停車場,機械式,全日月票4000元，計時30元,機械式小型車153格(含身心障礙停車位3格)。,康樂街138號,153,0,30,312458.018,2773908.46
082,中山區,永盛公園地下停車場,立體式,小型車全日月票4800元 (8-24)計時40元，(0-8)計時30元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車224格(含身心障礙停車位5格)。立體式機車62格(含身心障礙停車位1格)。,中山北路2段93巷30號地下,224,62,40,302937.43,2772433.27
083,中山區,車堡寶實業股份有限公司中山北一場,其他,一、計時：100元/時，全程以半小時計費。,大型車:0格，小型車:13格，機車:0格,三玉段三小段140-1.140-9.142-2地號,13,0,100,303340.227,2778683.68
084,內湖區,麗湖國小地下停車場,其他,全日月票2500元，夜間月票500元(限平常日、星期六、日之18-8及政府機關放假之紀念日民俗節日均可使用)，計時20元(8-18)，夜間折扣計時10元(18-8) ,計有229小型車格,金湖路363巷8號地下,229,0,20,310688.046,2774009.32
085,文山區,臺北花木批發市場地下停車場,立體式,小型車計時20元，全日月票3500元，日間月票2400元(7-19)，夜間月票1500元(19-8) 機車計時10元(當日當次最高收費上限30元，隔日另計)，月票300元 ,立體式小型車409格(含身心障礙停車位9格)。,興隆路1段15號地下,410,361,20,304569.681,2766376.7
086,北投區,振興公園地下停車場,立體式,小型車全日月票4200元，夜間月票2000元(19-8)，(8-23)計時40元，(23-8)計時20元 機車計時10元(當日當次最高收費上限30元，隔日另計)，月票300元 ,立體式小型車213格(含身心障礙停車位5格)。立體式機車102格(含身心障礙停車位2格)。,天母西路112號地下,213,102,40,302794.057,2779015.61
087,松山區,民有市場地下停車場,立體式,小型車計時30元，全日月票5750元(全日里民優惠月票4600元)，夜間月票3200元(19-8) 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元 ；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車334格(含身心障礙停車位7格)。機車421格。,民權東路3段140巷15號地下,334,409,30,305193.531,2772610.51
088,信義區,三張里地下停車場,立體式,計時：小型車30元/時，全程以半小時計費。 機車10元/時，當日當次上限20元(隔日另計)。月租：小型車全日月票5000元，日間月票2600元(07-19)，夜間月票2600元(19-08) ，機車月票300元。,立體式小型車356格(含身心障礙停車位8格)。立體式機車220格(含身心障礙停車位4格)。,松平路81號地下,366,273,30,307193.908,2769321.51
089,信義區,春光公園地下停車場,立體式,小型車計時30元。全日月票6000元，日間月票3600元(7-19)，夜間月票3600元(19-8) 機車計時10元(當日當次最高收費上限20元，隔日另計)；月票300元,立體式小型車213格(含身心障礙停車位5格)。立體式機車68格(含身心障礙停車位3格)。,忠孝東路5段666號地下,214,65,30,308596.437,2770582.13
090,萬華區,萬板地下停車場,立體式,計時30元，全日月票5200元，日間月票3600元(7-19) ,立體式小型車180格(含身心障礙停車位4格)。,艋舺大道462號地下,180,0,30,299577.554,2769038.6
091,萬華區,艋舺公園地下停車場,立體式,"計時:星期一至星期五30元/時(08-22)、星期六、日及政府行政機關放假之紀念日與民俗節日40元/時(08-22)、10元/時(每日22-08)；機車10元/時，機車當日當次收費上限20元(隔日另計)，全程以半小時計費。月租:全日4,800元/月，日間(07時至19時)、日間時段性(10時至22時)、夜間(17時至08時)2,400元/月；機車全日300元/月。",立體式小型車474格(含身心障礙停車位13格)。立體式機車274格(含身心障礙停車位6格)。,西園路1段145號地下,518,268,30,300460.842,2769887.43
092,中山區,濱江國中地下停車場,其他,計時：小型車20元(8-18)；10元(18-8)，每晚最高收費30元， 機車10元/時，當日當次最高收費上限20元(跨越每日零時重新計算)全程以半小時計費。月租：小型車全日月票2500元，日間月票1500元(7-20)，夜間月票500元(18-8)，機車月票300元 。,為地下停車場，計有209個小型車格，135個機車格。,樂群2路266巷1號地下,215,138,10,306655.049,2774700.81
093,大同區,建成公園地下停車場,立體式,小型車10時至22時計時40元，22時至翌日10時計時30元，全日月票5760元；機車計次20元，機車月票300元。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車238格(含身心障礙停車位6格)。立體式機車172格(含身心障礙停車位4格)。,承德路2段31號地下,234,172,40,302303.448,2771857.37
094,士林區,捷運劍潭站轉乘停車場,平面式,"計時：小型車平日20元/時(06-24)，10元/時(00-06)；假日40元/時(16-24)，30元/時(00-16)。全程以半小時計費。月租：小型車全日3,000元/月，1,500元/月(平日07-21時)。機車：計次收費20元/次，隔日另計(凌晨2時為基準跨日另計費)月租：300元/月。",為平面停車場，計有139個小型車停車位，150個機車格。,中山北路5段65號,142,155,20,302915.025,2774994.63
095,北投區,捷運北投站轉乘停車場,平面式,"計時：小型車平日30元/時(06-24)、10元/時(00-06)；假日40元/時(11-22時)、假日30元/時(6-11時、22-24時)、10元/時(00-06時)車輛進場未滿10分鐘免費，全程以半小時計費。月租：小型車全日3,500元。機車計次20元/次(以凌晨2時為跨日基準)",為平面停車場，計有85個小型車停車位。,光明路1號,87,562,30,300229.187,2780583.47
096,北投區,石牌國小地下停車場,立體式,小型車全日月票4600元(原價7200元)，日間月票3000元(7-19)，夜間月票2000元(19-8)，小型車計時30元 機車計時10元(當日當次最高收費上限20元)，月票300元,立體式小型車460格(含身心障礙停車位10格)。立體式機車176格(含身心障礙停車位4格)。,致遠2路1段80號地下,472,175,30,301712.467,2778547.18
097,士林區,海光公園地下停車場,立體式,計時20元，全日月票4200元，夜間月票1500元(19-8)；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車105格(含身心障礙停車位2格)。,葫蘆街83號地下,105,0,20,301273.029,2774808.42
098,內湖區,港富立體停車場,機械式,計時30元，全日月票3600元,機械式小型車245格(含身心障礙停車位5格)。,內湖路1段737巷50弄32號,244,0,30,308300.524,2774821.44
099,中山區,長安國小地下停車場,立體式,小型車9時至18時每小時新臺幣40元，18時至翌日9時每小時30元，全日月票4800元，日間月票3500元(7-19)，夜間月票2000元(19-8)；機車計次20元，機車月票300元。；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,立體式小型車284格(含身心障礙停車位6格)。立體式機車119格(含身心障礙停車位2格)。,松江路90巷14號地下,280,115,30,303510.977,2771374.39
100,北投區,七星公園地下停車場,立體式,小型車計時30元，全日月票3000元，日間月票2000元(7-20)，夜間月票1200元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日) 機車計次20元，月票300元 ,立體式小型車328格(含身心障礙停車位7格)。立體式機車52格(含身心障礙停車位3格)。,光明路225號,328,49,30,300610.394,2780995.73
10014,北投區,Uspace車位共享平台停車場(北投區),立體式,計時：60元/時，停車未滿1小時者，以1小時收費，停車逾1小時以上，其超過之不滿1小時部分，如未逾半小時者以半小時計算。,建物附設立體式小型車1格。,,1,0,60,302109.61098,2777665.06189
10016,中正,Uspace車位共享平臺停車場(中正區-和平西路15號B2),立體式,40元/小時,建物附設立體式小型車17格。,,17,0,-9,302609.61518,2768871.34827
10017,信義區,Uspace車位共享平臺停車場(信義區-基隆路一段366號),平面式,每小時40元，停車時數未滿1小時者，以1小時收費。停車時數逾1小時以上，其超過之不滿1小時部分，如未逾半小時者以半小時計算。,建物附設平面式小型車8格。,,8,0,40,306428.37314,2769777.23172
10018,大安區,Uspace車位共享平臺停車場(大安區-安和路一段49巷),其他,每小時40元，停車時數未滿1小時者，以1小時收費。停車時數逾1小時以上，其超過之不滿1小時部分，如未逾半小時者以半小時計算。,小型車2格。,,2,0,40,305645.32526,2770171.50651
10019,大安區,他庫趴APP-他家車庫給你趴車位共享平台停車場(大安區),立體式,每小時60元，停車時數未滿1小時者，以1小時收費。停車時數逾1小時以上，其超過之不滿1小時部分，如未逾半小時者以半小時計算。,建物附設立體式小型車1格。,,1,0,60,305490.28524,2768587.9035
10020,中山區,他庫趴APP-他家車庫給你趴車位共享平台停車場(中山區),立體式,每小時60元，停車時數未滿1小時者，以1小時收費。停車時數逾1小時以上，其超過之不滿1小時部分，如未逾半小時者以半小時計算。,建物附設立體式小型車8格。,,8,0,60,303637.84864,2771573.22238
